World Rank,Institution,Country,National Rank,Quality of Education Rank,Alumni Employment Rank,Quality of Faculty Rank,Research Performance Rank,Score
1904,Jilin Agricultural University,China,258,0.0,0.0,0.0,1827.0,66.1
1905,Chongqing Technology and Business University,China,259,0.0,0.0,0.0,1828.0,66.1
1906,Edinburgh Napier University,United Kingdom,93,0.0,0.0,0.0,1829.0,66.1
1907,Cheikh Anta Diop University of Dakar,Senegal,1,0.0,0.0,0.0,1830.0,66.1
1908,Rosalind Franklin University of Medicine and Science,USA,338,0.0,0.0,0.0,1831.0,66.1
1909,Federal University of Piau??,Brazil,54,0.0,0.0,0.0,1834.0,66.1
1910,Nagaoka University of Technology,Japan,119,0.0,0.0,0.0,1835.0,66.1
1911,University of Rzesz??w,Poland,40,0.0,0.0,0.0,1836.0,66.1
1912,Autonomous University of Chile,Chile,14,0.0,0.0,0.0,1837.0,66.1
1913,Chongqing Normal University,China,260,0.0,0.0,0.0,1838.0,66.0
1914,Aoyama Gakuin University,Japan,120,0.0,544.0,0.0,1907.0,66.0
1915,Kansai University,Japan,121,0.0,755.0,0.0,1863.0,66.0
1916,Tezpur University,India,61,0.0,0.0,0.0,1839.0,66.0
1917,Shanghai University of Engineering Science,China,261,0.0,1475.0,0.0,1840.0,66.0
1918,Imam Abdulrahman Bin Faisal University,Saudi Arabia,9,0.0,0.0,0.0,1841.0,66.0
1919,Harbin Normal University,China,262,0.0,1421.0,0.0,1843.0,66.0
1920,Sunchon National University,South Korea,59,0.0,0.0,0.0,1842.0,66.0
1921,Kermanshah University of Medical Sciences,Iran,34,0.0,0.0,0.0,1844.0,66.0
1922,Nazarbayev University,Kazakhstan,1,0.0,0.0,0.0,1845.0,66.0
1923,Siberian Federal University,Russia,44,0.0,0.0,0.0,1846.0,66.0
1924,Autonomous University of the State of Morelos,Mexico,16,0.0,0.0,0.0,1848.0,66.0
1925,Clausthal University of Technology,Germany,70,0.0,685.0,0.0,1886.0,66.0
1926,University of Colorado Colorado Springs,USA,339,0.0,0.0,0.0,1849.0,66.0
1927,Ningxia Medical University,China,263,0.0,0.0,0.0,1851.0,66.0
1928,"Victor Babe?? University of Medicine and Pharmacy, Timi??oara",Romania,10,0.0,0.0,0.0,1852.0,66.0
1929,Federal Scientific Research Centre ?�Crystallography and Photonics?� of the Russian Academy of Sciences,Russia,45,0.0,0.0,0.0,1853.0,66.0
1930,Sivas Cumhuriyet University,Turkey,52,0.0,0.0,0.0,1854.0,66.0
1931,Central University of Finance and Economics,China,264,0.0,614.0,0.0,1906.0,66.0
1932,Daegu University,South Korea,60,0.0,0.0,0.0,1855.0,66.0
1933,??anakkale Onsekiz Mart University,Turkey,53,0.0,0.0,0.0,1856.0,66.0
1934,"Graduate School & Training Center, Research Institute of Petroleum Exploration and Development",China,265,0.0,78.0,0.0,0.0,66.0
1935,"University of Djillali Liab??s, Sidi Bel-Abb??s",Algeria,2,0.0,0.0,0.0,1858.0,66.0
1936,Center for Scientific Research and Higher Education of Ensenada,Mexico,17,0.0,0.0,0.0,1859.0,66.0
1937,Dicle University,Turkey,54,0.0,0.0,0.0,1860.0,66.0
1938,Lebanese University,Lebanon,2,0.0,0.0,0.0,1861.0,66.0
1939,University of San Diego,USA,340,0.0,493.0,0.0,1964.0,66.0
1940,Jimma University,Ethiopia,4,0.0,0.0,0.0,1864.0,66.0
1941,��n??n?� University,Turkey,55,0.0,0.0,0.0,1865.0,65.9
1942,Gakushuin University,Japan,122,0.0,256.0,0.0,0.0,65.9
1943,Baqiyatallah University of Medical Sciences,Iran,35,0.0,0.0,0.0,1867.0,65.9
1944,Ss. Cyril and Methodius University in Skopje,North Macedonia,1,0.0,0.0,0.0,1869.0,65.9
1945,Federal University of Amazonas,Brazil,55,0.0,0.0,0.0,1870.0,65.9
1946,University of Qu??bec at Chicoutimi,Canada,42,0.0,0.0,0.0,1871.0,65.9
1947,"Indian Institute of Science Education and Research, Thiruvananthapuram",India,62,0.0,0.0,0.0,1872.0,65.9
1948,Hubei University of Technology,China,266,0.0,0.0,0.0,1873.0,65.9
1949,University of Pannonia,Hungary,8,0.0,0.0,0.0,1874.0,65.9
1950,Tshwane University of Technology,South Africa,13,0.0,0.0,0.0,1875.0,65.9
1951,Punjab Agricultural University,India,63,269.0,0.0,0.0,1927.0,65.9
1952,Air Force Engineering University,China,267,0.0,0.0,0.0,1876.0,65.9
1953,Reed College,USA,341,101.0,1166.0,0.0,0.0,65.9
1954,Hanoi University of Science and Technology,Vietnam,5,0.0,0.0,0.0,1877.0,65.9
1955,Leeds Beckett University,United Kingdom,94,0.0,0.0,0.0,1878.0,65.9
1956,Tokyo University of Pharmacy and Life Sciences,Japan,123,0.0,0.0,0.0,1880.0,65.9
1957,Guizhou Medical University,China,268,0.0,0.0,0.0,1881.0,65.9
1958,Northeast Ohio Medical University,USA,342,0.0,0.0,0.0,1882.0,65.9
1959,Josip Juraj Strossmayer University of Osijek,Croatia,4,0.0,0.0,0.0,1883.0,65.9
1960,SRM Institute of Science and Technology,India,64,0.0,0.0,0.0,1884.0,65.9
1961,Dongbei University of Finance and Economics,China,269,0.0,149.0,0.0,0.0,65.9
1962,University of Bergamo,Italy,66,0.0,0.0,0.0,1885.0,65.9
1963,University of Wolverhampton,United Kingdom,95,0.0,0.0,0.0,1887.0,65.9
1964,Chengdu University of Information Technology,China,270,0.0,0.0,0.0,1888.0,65.9
1965,Ahvaz Jundishapur University of Medical Sciences,Iran,36,0.0,0.0,0.0,1890.0,65.9
1966,B. Verkin Institute for Low Temperature Physics and Engineering of the National Academy of Sciences of Ukraine,Ukraine,6,0.0,0.0,235.0,0.0,65.9
1967,Reykjav??k University,Iceland,2,0.0,0.0,0.0,1892.0,65.9
1968,Jiangxi Agricultural University,China,271,0.0,0.0,0.0,1893.0,65.8
1969,Dalarna University,Sweden,19,0.0,0.0,0.0,1894.0,65.8
1970,Open University of the Netherlands,Netherlands,15,0.0,0.0,0.0,1895.0,65.8
1971,Vilnius Gediminas Technical University,Lithuania,4,0.0,0.0,0.0,1896.0,65.8
1972,University of Veracruz,Mexico,18,0.0,0.0,0.0,1897.0,65.8
1973,Mazandaran University of Medical Sciences,Iran,37,0.0,0.0,0.0,1898.0,65.8
1974,Danube University Krems,Austria,17,0.0,0.0,0.0,1899.0,65.8
1975,Shahrood University of Technology,Iran,38,0.0,0.0,0.0,1900.0,65.8
1976,National University of Tucum?�n,Argentina,10,0.0,0.0,0.0,1901.0,65.8
1977,University of International Business and Economics,China,272,0.0,665.0,0.0,1957.0,65.8
1978,Institute of Problems of Chemical Physics of the Russian Academy of Sciences,Russia,46,0.0,0.0,0.0,1902.0,65.8
1979,SASTRA,India,65,0.0,0.0,0.0,1903.0,65.8
1980,Pondicherry University,India,66,0.0,0.0,0.0,1904.0,65.8
1981,Sam Houston State University,USA,343,0.0,1339.0,0.0,1909.0,65.8
1982,Sophia University,Japan,124,0.0,419.0,0.0,0.0,65.8
1983,University of Sousse,Tunisia,5,0.0,0.0,0.0,1905.0,65.8
1984,Shanxi Normal University,China,273,0.0,0.0,0.0,1908.0,65.8
1985,National Institute of Mental Health and Neurosciences,India,67,0.0,0.0,0.0,1910.0,65.8
1986,Polytechnic Institute of Bragan??a,Portugal,14,0.0,0.0,0.0,1911.0,65.8
1987,East China University of Technology,China,274,0.0,0.0,0.0,1912.0,65.8
1988,Shahid Chamran University of Ahvaz,Iran,39,0.0,0.0,0.0,1913.0,65.8
1989,University of Hawaii at Hilo,USA,344,0.0,0.0,0.0,1914.0,65.8
1990,University of North Florida,USA,345,0.0,0.0,0.0,1915.0,65.8
1991,Trinity College,USA,346,104.0,273.0,0.0,0.0,65.8
1992,Riga Technical University,Latvia,2,0.0,0.0,0.0,1916.0,65.8
1993,Sonoma State University,USA,347,0.0,0.0,0.0,1917.0,65.8
1994,"National Institute of Pharmaceutical Education and Research, S.A.S. Nagar",India,68,0.0,0.0,0.0,1918.0,65.8
1995,Gadjah Mada University,Indonesia,2,0.0,0.0,0.0,1919.0,65.8
1996,Santa Catarina State University,Brazil,56,0.0,936.0,0.0,1938.0,65.8
1997,Yancheng Institute of Technology,China,275,0.0,0.0,0.0,1920.0,65.7
1998,Xi'an University of Science and Technology,China,276,0.0,994.0,0.0,1937.0,65.7
1999,CEU San Pablo University,Spain,53,0.0,568.0,0.0,1992.0,65.7
2000,Huzhou University,China,277,0.0,0.0,0.0,1922.0,65.7
